year,issue,company,ticker,sponsorType,meanActivist,modeDistinct,resolution,desc,uID
2014,no-esg,"GUANGZHOU AUTOMOBILE GROUP CO., LTD.",,,0.0,0,Compensation- Miscellaneous Company Specific,Approve Other Important Matters Under the A Share Option Incentive Scheme,13Dq9xxG
2014,no-esg,"GUANGZHOU AUTOMOBILE GROUP CO., LTD.",,,0.0,0,Compensation- Miscellaneous Company Specific,Approve Resolution in Relation to the Share Option Incentive Scheme Performance Appraisal Measures,6Kjy0LnQ
2014,no-esg,"GUANGZHOU AUTOMOBILE GROUP CO., LTD.",,,0.0,0,Compensation- Miscellaneous Company Specific,Approve Authorization of the Board to Deal with the Matters Relating to the Scheme Measures,3VGv9BB9
2014,no-esg,"GUANGZHOU AUTOMOBILE GROUP CO., LTD.",,,0.0,0,Compensation- Miscellaneous Company Specific,Approve Accounting Treatment and Impact on Business Performance of the A Share Option Incentive Scheme,Rj7nL22Y
2017,no-esg,"GUANGZHOU AUTOMOBILE GROUP CO., LTD.",2238,,0.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Ji Li as Supervisor,KZYqLE7qG
2017,no-esg,"GUANGZHOU AUTOMOBILE GROUP CO., LTD.",2238,,0.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Chen Jianxin as Supervisor,L8YrvB1rD
2017,no-esg,"GUANGZHOU AUTOMOBILE GROUP CO., LTD.",2238,,0.0,0,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Elect Yan Zhuangli as Director,JqY7X7kDJ
2017,no-esg,"GUANGZHOU AUTOMOBILE GROUP CO., LTD.",2238,,0.091,0,Company-Specific Board-Related,"Amend Rules of Procedures of the General Meetings of Guangzhou Automobile Group Co., Ltd.",D90XZYVkY
2017,no-esg,"GUANGZHOU AUTOMOBILE GROUP CO., LTD.",2238,,0.0,0,Company-Specific Board-Related,"Amend Rules of Procedures of the Board of Guangzhou Automobile Group Co., Ltd.",E9PYXZVRK
2017,no-esg,"GUANGZHOU AUTOMOBILE GROUP CO., LTD.",2238,,0.0,0,Company-Specific Board-Related,"Amend Rules of Procedures of the Supervisory Committee of Guangzhou Automobile Group Co., Ltd.",G591XYV6Q
2017,no-esg,"TIANQI LITHIUM INDUSTRIES, INC.",002466,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Yang Qing as Supervisor,6Rm1BmO8Q
2017,no-esg,"TIANQI LITHIUM INDUSTRIES, INC.",002466,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Jiang Anqi as Non-Independent Director,ZVwxYPzEw
2017,no-esg,"TIANQI LITHIUM INDUSTRIES, INC.",002466,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Jiang Weiping as Non-Independent Director,W7wrLMQAQ
2017,no-esg,KINGENTA ECOLOGICAL ENGINEERING GROUP CO LTD,002470,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Yang Yan as Supervisor,gLxonM4QZ
2017,no-esg,KINGENTA ECOLOGICAL ENGINEERING GROUP CO LTD,002470,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Wan Lianbu as Non-Independent Director,kZwk8zQEE
2017,no-esg,KINGENTA ECOLOGICAL ENGINEERING GROUP CO LTD,002470,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Lv Xiaofeng as Independent Director,wmEzVP9WM
2017,no-esg,KINGENTA ECOLOGICAL ENGINEERING GROUP CO LTD,002470,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Wang Xiaofeng as Independent Director,rREr8KZOK
2017,no-esg,KINGENTA ECOLOGICAL ENGINEERING GROUP CO LTD,002470,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Wang Rong as Independent Director,qYVq7JRNG
2017,no-esg,KINGENTA ECOLOGICAL ENGINEERING GROUP CO LTD,002470,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Cui Bin as Non-Independent Director,oQvoVERL3
2017,no-esg,KINGENTA ECOLOGICAL ENGINEERING GROUP CO LTD,002470,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Chen Hongkun as Non-Independent Director,nrY0xDQKE
2017,no-esg,KINGENTA ECOLOGICAL ENGINEERING GROUP CO LTD,002470,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Gao Yiwu as Non-Independent Director,mQ2mOBRJr
2017,no-esg,KINGENTA ECOLOGICAL ENGINEERING GROUP CO LTD,002470,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Zhang Xiaoyi as Non-Independent Director,l5vlxAQGr
2017,no-esg,KINGENTA ECOLOGICAL ENGINEERING GROUP CO LTD,002470,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Zhu Zuqiang as Independent Director,voYylOqVX
2016,gg,"CAMPUS CREST COMMUNITIES, INC.",CCG,fund,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,7LAGY9xAw
2014,no-esg,MICROPORT SCIENTIFIC CORP,,,1.0,0,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Elect Weiwei Chen as Director,kX2Wp37X
2016,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Mao Jianhong as Non-independent Director,xvVAnKR8P
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Gong Liming as Non-Independent Director,mQ2mOrYmr
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Chen Guopan as Non-Independent Director,nrY0xvg0E
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Cai Linlin as Supervisor,59lZR1v0v
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Yuan Haiping as Supervisor,4RkZzYrKn
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Hu Xing'er as Supervisor,32j8yKqJx
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Lu Jing as Independent Director,1rYOWX5gG
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Zhan Sigang as Independent Director,ZVwxY25k8
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Mao Jianhong as Non-Independent Director,KZYN1JMgJ
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Yang Wu as Independent Director,YvQwW14jW
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Gong Liming as Non-Independent Director,L8YO7KNjj
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Jiang Yipeng as Non-Independent Director,N9EgLMPlN
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Xu Yongbin as Independent Director,Xo7vLZ3go
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Chen Zhi'ang as Non-Independent Director,RoMmOQWZY
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Zheng Shaoping as Non-Independent Director,Q0NlnPVoZ
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Jin Xing as Non-Independent Director,PZMk7ORn2
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Chen Guopan as Non-Independent Director,OyEjMNQmQ
2017,no-esg,"NINGBO ZHOUSHAN PORT CO .,LTD.",601018,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Chu Bin as Non-Independent Director,MQEPwL0kR
2013,no-esg,ROMGAZ SA,,,1.0,0,Company-Specific Board-Related,Delegate Powers to Shareholder Representative to Sign Mandate Contract with Directors,kXZG5QBr
2014,gg,ROMGAZ SA,,,0.0,0,Non-Employee Director Compensation,Approve Share-Performance-Based Variable Remuneration for Directors; Approve Addendum to Directors' Contracts of Mandate,w7lDoEVM
2014,gg,ROMGAZ SA,,,0.0,0,Performance-Based and/or Time-Based Equity Awards,Delegate Powers to Board to Implement Share-Performance-Based Remuneration for Executives,xLmBpkoJ
2014,no-esg,ROMGAZ SA,,,0.0,0,Compensation- Miscellaneous Company Specific,Empower Majority Shareholder Representative to Sign Amended Contract with Directors,y2n5mB1w
2014,gg,ROMGAZ SA,,,0.0,-1,Company-Specific -- Miscellaneous,Approve Provisionary Budget for Fiscal Year 2014,vROw425g
2015,gg,ROMGAZ SA,,,1.0,0,Company-Specific -- Miscellaneous,Approve Provisionary Budget for Fiscal Year 2015,rR9p68EpL
2016,no-esg,ROMGAZ SA,,,0.0,-1,Compensation- Miscellaneous Company Specific,"Revoke Item 1 of Resolution 5 of the General Meeting on June 16, 2016, Re: Calculation Method of Performance Indicators in Management Remuneration Policy",1rQXoOJzP
2016,no-esg,ROMGAZ SA,,,0.0,-1,Compensation- Miscellaneous Company Specific,"Revoke Item 2 of Resolution 5 of the General Meeting on June 16, 2016, Re: Amendment to Contracts of Mandate",2vOYpPKAN
2016,no-esg,ROMGAZ SA,,,0.0,-1,Compensation- Miscellaneous Company Specific,"Revoke Item 3 of Resolution 5 of the General Meeting on June 16, 2016, Re: Empowering Shareholder Representative to Sign Amended Contracts",32OZqgL0x
2016,no-esg,ROMGAZ SA,,,0.0,-1,Company-Specific Board-Related,Approve Rules Applicable to Electing/Reconfirming Directors and to Allocating Directors' Mandates in Case of Appointment of New Directors by Cumulative Voting,l5pZk5kJ6
2016,gg,ROMGAZ SA,,,1.0,0,Non-Employee Director Compensation,"Establish Fixed Monthly Remuneration for Directors Elected on Nov. 15, 2016",86Ok2g6Yr
2016,no-esg,ROMGAZ SA,,,0.0,-1,Company-Specific Board-Related,"Approve Contract of Mandate for Directors Elected on Nov. 15, 2016",9Q2JAQ5VZ
2016,no-esg,ROMGAZ SA,,,0.0,-1,Company-Specific Board-Related,"Empower Representative to Sign Contracts with Directors Elected on Nov. 15, 2016",0V9woV6JK
2017,no-esg,ROMGAZ SA,SNG,,1.0,0,Company-Specific Board-Related,Empower State Representative to Sign Contract of Mandate with New Directors,G591X9EKy
2017,soc,ROMGAZ SA,SNG,,0.0,-1,Approve Allocation of Income/Distribution Policy,Approve Distribution of Special Dividends from Other Reserves and Retained Earnings,zKX1Rg5rZ
2017,soc,ROMGAZ SA,SNG,,0.0,-1,Approve Allocation of Income/Distribution Policy,"Approve Total Gross Dividend per Share, and Payment Method and Term",AP1BwEoR3
2017,soc,ROMGAZ SA,SNG,,0.0,-1,Approve Allocation of Income/Distribution Policy,Approve Dividends' Payment Date,E9xJALvYY
2017,gg,ROMGAZ SA,SNG,,0.0,-1,Company-Specific -- Miscellaneous,Approve Record Date,BL6vypBwW
2017,gg,ROMGAZ SA,SNG,,0.0,-1,Company-Specific -- Miscellaneous,Approve Meeting's Ex-Date,D98xArky5
2014,gg,ROMGAZ SA,,,0.0,-1,Company-Specific -- Miscellaneous,Approve Drafting by the Board of Development Strategy for 2015-2025,NXPGABoK
2014,gg,ROMGAZ SA,,,0.0,-1,Company-Specific -- Miscellaneous,Approve Drafting by the Board of Annual Report on Sponsoring Activities,MN0XzAnB
2014,gg,ROMGAZ SA,,,0.0,-1,Company-Specific -- Miscellaneous,Approve Quarterly Reporting by the Board and Setup of Monitoring System Regarding Public Procurement Transactions,L0NGyzmW
2017,no-esg,ROMGAZ SA,SNG,,0.0,-1,Amend Articles/Bylaws/Charter -- Non-Routine.,Amend Bylaws,E9xV0A0kk
2017,no-esg,ROMGAZ SA,SNG,,0.0,-1,Amend Articles/Bylaws/Charter -- Non-Routine.,Delegate Powers to Board Chairman to Sign Amended Bylaws,G58VMDMm0
2016,no-esg,ROMGAZ SA,,,0.0,-1,Establish Term Limits for Directors,Fix Term for New Directors Elected,E9PgK2YWk
2016,no-esg,ROMGAZ SA,,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Florin Danut Buzatu as Director,D9YD13LZy
2016,no-esg,ROMGAZ SA,,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Cornel Zeveleanu as Director,BL8AN3GNX
2016,no-esg,ROMGAZ SA,,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Florin-Razvan Stoicescu as Director,APQzN3ENO
2017,no-esg,ROMGAZ SA,SNG,,0.0,-1,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Shareholder Proposal from Romanian Ministry of Energy: Elect Bogdan-Nicolae Stan as Interim Director,MQE5B9O8Q
2017,no-esg,ROMGAZ SA,SNG,,0.0,-1,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Shareholder Proposal from Romanian Ministry of Energy: Elect Alexandru Chirila as Interim Director,N9E518QkL
2017,no-esg,ROMGAZ SA,SNG,,0.0,-1,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Shareholder Proposal from Romanian Ministry of Energy: Elect Gheorghe-Gabriel Gheorghe as Interim Director,OyE59ZVYg
2017,no-esg,ROMGAZ SA,SNG,,0.0,-1,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Shareholder Proposal from Romanian Ministry of Energy: Elect Virgil Marius Metea as Interim Director,PZM5JYXNz
2017,no-esg,ROMGAZ SA,SNG,,0.0,-1,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Shareholder Proposal from SIF Oltenia: Elect Aristotel Marius Jude as Interim Director,Q0N5LOZW7
2017,no-esg,ROMGAZ SA,SNG,,0.0,-1,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Shareholder Proposal from European Bank for Reconstruction and Development: Elect Sorana Baciu as Interim Director,RoM5BL26L
2017,no-esg,ROMGAZ SA,SNG,,0.0,-1,Remove Existing Directors,"Recall Dumitru Chisalita, Aristotel Marius Jude, Razvan Florin Stoicescu, and Aurora Negrut as Directors",KZ6nvDvPY
2017,no-esg,ROMGAZ SA,SNG,,0.0,-1,Company-Specific Board-Related,Establish Duration of Mandate of Four Months for Elected Interim Directors,59WBwRqyY
2017,no-esg,ROMGAZ SA,SNG,,0.0,-1,Compensation- Miscellaneous Company Specific,Approve Contract of Mandate for Interim Directors,6R23wENLl
2017,no-esg,ROMGAZ SA,SNG,,0.0,-1,Compensation- Miscellaneous Company Specific,Approve Remuneration for Interim Directors,7LOgxG0Nr
2018,no-esg,S.N.G.N. ROMGAZ S.A,SNG,,1.0,0,Elect Supervisory Board Members (Bundled).,Extend Term of Interim Directors by up to Two Months,59lvXMX28
2018,no-esg,S.N.G.N. ROMGAZ S.A,SNG,,1.0,0,Company-Specific Board-Related,Empower State Representative to Sign Amended Contracts with Interim Directors,7LAEyJW0r
2018,no-esg,S.N.G.N. ROMGAZ S.A,SNG,,1.0,0,Company-Specific Board-Related,Approve Amendment to Contracts of Mandate with Interim Directors,6R0DxVzNl
2017,no-esg,INDUSTRIAL SECURITIES CO LTD,601377,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Cao Genxing as Supervisor,nrYyg6WkW
2017,no-esg,INDUSTRIAL SECURITIES CO LTD,601377,,1.0,0,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Elect Cai Lvshui as Non-Independent Director,kZwOM6mY5
2013,no-esg,"TPK HOLDING CO., LTD.",,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Director Chao-Juei Chiang with ID/Shareholder No.5,rV990NGw
2013,no-esg,"TPK HOLDING CO., LTD.",,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Director Max Gain Management Limited (Representative by Heng-Yao Chang) with ID/Shareholder No.1,vLZZg7MV
2013,no-esg,"TPK HOLDING CO., LTD.",,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Director Foster Chiang with ID/Shareholder No.AC03470XXX,zYXXmN8r
2013,no-esg,"TPK HOLDING CO., LTD.",,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Director Panshi Company Limited (Representative by Shih-Ming Liu) with ID/Shareholder No.32618,y2XX8O4V
2013,no-esg,"TPK HOLDING CO., LTD.",,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Director High Focus Holdings Limited (Representative by Ta-Min Sun) with ID/Shareholder No.3,xL11GN0J
2013,no-esg,"TPK HOLDING CO., LTD.",,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Director Capable Way Investments Limited (Representative by Kuan -Chao Lin) with ID/Shareholder No.2,w7rrj8NJ
2016,no-esg,CLEANAWAY COMPANY LTD,,,0.0,-1,Elect a Shareholder-Nominee to the Supervisory Board.,Elect Supervisor No. 1,mQEWZw92p
2016,no-esg,CLEANAWAY COMPANY LTD,,,0.0,-1,Elect a Shareholder-Nominee to the Supervisory Board.,Elect Supervisor No. 2,nrzW5Z9Y4
2016,no-esg,CLEANAWAY COMPANY LTD,,,0.0,-1,Elect a Shareholder-Nominee to the Supervisory Board.,Elect Supervisor No. 3,oQOW2Ygvz
2016,no-esg,CLEANAWAY COMPANY LTD,,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Non-independent Director No. 1,gLxOZgk56
2016,no-esg,CLEANAWAY COMPANY LTD,,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Non-independent Director No. 2,jqvjZln25
2016,no-esg,CLEANAWAY COMPANY LTD,,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Non-independent Director No. 3,kZwk8mo5X
2016,no-esg,CLEANAWAY COMPANY LTD,,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Non-independent Director No. 4,l5vlxnpO6
2013,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE S.A.,,,0.0,-1,Elect a Shareholder-Nominee to the Supervisory Board.,Elect Supervisory Board Member,AKnYWr93
2013,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE S.A.,,,0.0,-1,Remove Existing Directors,Recall Supervisory Board Member,mNQkpD6A
2016,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE S.A.,,,0.0,-1,Approve Executive Appointment,Elect CEO,wmEO8zNxw
2016,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE S.A.,,,0.0,-1,Elect a Shareholder-Nominee to the Supervisory Board.,Elect Supervisory Board Member,1r9kwj263
2016,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE S.A.,,,0.0,-1,Remove Existing Directors,Recall Supervisory Board Member,ZVWJNE3x8
2016,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE S.A.,,,0.0,-1,Company-Specific Board-Related,Approve Remuneration Policy for Supervisory Board Members,MQ9kKQXLO
2016,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE S.A.,,,0.0,-1,Compensation- Miscellaneous Company Specific,Approve Remuneration Policy for Management Board Members,L8nKpkM34
2017,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE S.A.,GPW,,0.0,-1,Approve Executive Appointment,Recall Management Board Member,l5vzVGk7l
2017,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE S.A.,GPW,,0.0,-1,Approve Executive Appointment,Elect CEO,mQ2AVJ0yp
2017,gg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE S.A.,GPW,,0.0,-1,Company-Specific -- Miscellaneous,Approve Decision on Covering Costs of Convocation of General Meeting of Shareholders,rR9p6BXzL
2017,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE S.A.,GPW,,1.0,0,Amend Articles Board-Related,Amend Statute Re: Supervisory Board,OyElkV49g
2017,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE S.A.,GPW,,0.0,-1,Remove Existing Directors,Recall Supervisory Board Members,APm5g5n9j
2017,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE S.A.,GPW,,1.0,0,Compensation- Miscellaneous Company Specific,"Amend Nov. 30, 2016, EGM Resolution Re: Remuneration Policy for Management Board Members",XonZG4oXV
2018,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE SA,GPW,,0.0,-1,Approve Executive Appointment,Elect CEO,jqvxkQo24
2018,no-esg,GIELDA PAPIEROW WARTOSCIOWYCH W WARSZAWIE SA,GPW,,0.0,-1,Remove Existing Directors,Recall Supervisory Board Member,E9P5mDoOk
2013,no-esg,ENEL GREEN POWER S.P.A.,,,1.0,0,Elect Supervisory Board Members (Bundled).,Slate Submitted by Fondazione ENPAM and Inarcassa,y2XoA7Y7
2013,no-esg,ENEL GREEN POWER S.P.A.,,,1.0,0,Elect Supervisory Board Members (Bundled).,Slate Submitted by Enel SpA,xL1nz8X9
2014,no-esg,ENEL GREEN POWER S.P.A.,,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Slate Submitted by Fondazione ENPAM and INARCASSA,Rj10DXvR
2014,no-esg,ENEL GREEN POWER S.P.A.,,,0.0,-1,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Slate Submitted by Enel Spa,oXy0Pz1X
2016,no-esg,QINGDAO HANHE CABLE COMPANY LIMITED,,,1.0,0,Elect a Shareholder-Nominee to the Supervisory Board.,Elect Zhang Lunye as Supervisor,1r9kw6V4V
2016,no-esg,QINGDAO HANHE CABLE COMPANY LIMITED,,,1.0,0,Elect a Shareholder-Nominee to the Supervisory Board.,Elect Zhang Dawei as Supervisor,ZVWE68Z0w
2016,no-esg,GOURMET MASTER CO LTD,,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,"Elect Zhang Ji Wen, a Representative of Infinity Emerging Markets Limited, as Non-Independent Director",KZYN1p4nx
2016,no-esg,GOURMET MASTER CO LTD,,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Wu Cheng Hsueh as Non-Independent Director,JqYMyo5mg
2016,no-esg,GOURMET MASTER CO LTD,,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,"Elect Sun Wu Liang, a Representative of Henderson I Yield Growth Limited as Non-Independent Director",L8YO7q4or
2016,no-esg,GOURMET MASTER CO LTD,,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Li Ding Zhong as Non-Independent Director,MQEPwr4pG
2016,no-esg,"GCL SYSTEM INTEGRATION TECHNOLOGY CO., LTD.",,,1.0,0,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Elect Kou Bingen as Non-independent Director,YvQlXWWnY
2017,no-esg,"GCL SYSTEM INTEGRATION TECHNOLOGY CO., LTD.",002506,,1.0,0,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Elect Zhu Gongshan as Non-independent Director,32jKJy1R4
2017,no-esg,"HUNAN DAKANG INTERNATIONAL FOOD AND AGRICULTURE CO., LTD.",002505,,0.0,-1,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Xu Honglin as Supervisor,gLxon8Zl3
2017,no-esg,"HUNAN DAKANG INTERNATIONAL FOOD AND AGRICULTURE CO., LTD.",002505,,0.0,-1,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Zhu Liqun as Supervisor,jqvr05Zol
2017,no-esg,"HUNAN DAKANG INTERNATIONAL FOOD AND AGRICULTURE CO., LTD.",002505,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Pan Yuchun as Independent Director,9Qpo1qyAY
2017,no-esg,"HUNAN DAKANG INTERNATIONAL FOOD AND AGRICULTURE CO., LTD.",002505,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Liu Fengwei as Independent Director,86on1pxzW
2017,no-esg,"HUNAN DAKANG INTERNATIONAL FOOD AND AGRICULTURE CO., LTD.",002505,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Huang Yi as Independent Director,7Lnm1owyO
2017,no-esg,"HUNAN DAKANG INTERNATIONAL FOOD AND AGRICULTURE CO., LTD.",002505,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Zang Shun as Non-Independent Director,59lkQmrwA
2017,no-esg,"HUNAN DAKANG INTERNATIONAL FOOD AND AGRICULTURE CO., LTD.",002505,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Yan Dongming as Non-Independent Director,4RkjQlqvk
2017,no-esg,"HUNAN DAKANG INTERNATIONAL FOOD AND AGRICULTURE CO., LTD.",002505,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Ge Junjie as Non-Independent Director,ZVwxYkoG8
2017,no-esg,"HUNAN DAKANG INTERNATIONAL FOOD AND AGRICULTURE CO., LTD.",002505,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Gong Maojiang as Non-Independent Director,1rYOWgnpG
2017,no-esg,"HUNAN DAKANG INTERNATIONAL FOOD AND AGRICULTURE CO., LTD.",002505,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Sheng Wenhao as Non-Independent Director,2vgPxjoqW
2017,no-esg,"HUNAN DAKANG INTERNATIONAL FOOD AND AGRICULTURE CO., LTD.",002505,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Wang Zhangquan as Non-Independent Director,32jgQkpr9
2016,no-esg,HANGZHOU ROBAM APPLIANCES CO LTD,,,1.0,0,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Elect Ma Guoxin as Independent Director,6RmzVXY2V
2017,no-esg,SABANA SHARIAH COMPLIANT INDUSTRIAL REIT,M1GU,,0.0,0,Elect Directors (Opposition Slate),Approve Internalization of the REIT Management Function,4Rkg8POEk
